Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Trap Bar Deadlift",1,50.0,12.0,0,0.0,"","",
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Trap Bar Deadlift",2,70.0,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Trap Bar Deadlift",3,70.0,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Trap Bar Deadlift",4,70.0,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Leg Press",1,180.0,10.0,0,0.0,"",,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Leg Press",2,180.0,10.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Leg Press",3,180.0,10.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Bulgarian Split Squat",1,20.0,12.0,0,0.0,"",,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Bulgarian Split Squat",2,20.0,10.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Leg Curl (Machine)",1,31.5,12.0,0,0.0,"",,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Leg Curl (Machine)",2,31.5,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Leg Curl (Machine)",3,31.5,10.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Calf Raise (Plate Loaded)",1,45.0,12.0,0,0.0,"",,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Calf Raise (Plate Loaded)",2,45.0,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Calf Raise (Plate Loaded)",3,45.0,12.0,0,0.0,,,
2020-09-08 15:36:24,"Lower Body #1",1h 6min,"Seated Calf Raise (Plate Loaded)",4,45.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Incline Bench Press (Smith Machine)",1,50.0,12.0,0,0.0,"","",
2020-09-10 18:26:46,"Push",1h 7min,"Incline Bench Press (Smith Machine)",2,70.0,7.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Incline Bench Press (Smith Machine)",3,70.0,5.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Incline Bench Press (Smith Machine)",4,70.0,5.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Bench Press (Dumbbell)",1,35.0,8.0,0,0.0,"",,
2020-09-10 18:26:46,"Push",1h 7min,"Bench Press (Dumbbell)",2,35.0,8.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Bench Press (Dumbbell)",3,35.0,7.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Bench Press (Dumbbell)",4,35.0,7.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Lateral Raise (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2020-09-10 18:26:46,"Push",1h 7min,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Triceps Pushdown (Cable - Straight Bar)",1,32.5,15.0,0,0.0,"",,
2020-09-10 18:26:46,"Push",1h 7min,"Triceps Pushdown (Cable - Straight Bar)",2,40.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Triceps Pushdown (Cable - Straight Bar)",3,40.0,10.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Front Raise (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2020-09-10 18:26:46,"Push",1h 7min,"Front Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Front Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Cable Kickback",1,10.0,12.0,0,0.0,"",,
2020-09-10 18:26:46,"Push",1h 7min,"Cable Kickback",2,10.0,12.0,0,0.0,,,
2020-09-10 18:26:46,"Push",1h 7min,"Cable Kickback",3,10.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Seated Row (Cable)",1,34.0,12.0,0,0.0,"","",
2020-09-11 19:36:56,"Pull",40min,"Seated Row (Cable)",2,41.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Seated Row (Cable)",3,41.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Seated Row (Cable)",4,41.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Incline Row (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2020-09-11 19:36:56,"Pull",40min,"Incline Row (Dumbbell)",2,30.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Incline Row (Dumbbell)",3,30.0,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Reverse Fly (Machine)",1,13.5,12.0,0,0.0,"",,
2020-09-11 19:36:56,"Pull",40min,"Reverse Fly (Machine)",2,13.5,15.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Reverse Fly (Machine)",3,13.5,12.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Hammer Curl (Dumbbell)",1,20.0,12.0,0,0.0,"",,
2020-09-11 19:36:56,"Pull",40min,"Hammer Curl (Dumbbell)",2,20.0,10.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Hammer Curl (Dumbbell)",3,20.0,5.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Incline Curl (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2020-09-11 19:36:56,"Pull",40min,"Incline Curl (Dumbbell)",2,10.0,10.0,0,0.0,,,
2020-09-11 19:36:56,"Pull",40min,"Incline Curl (Dumbbell)",3,10.0,8.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Squat (Barbell)",W,0.0,12.0,0,0.0,"","",
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Squat (Barbell)",1,50.0,12.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Squat (Barbell)",2,70.0,8.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Squat (Barbell)",3,80.0,8.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Squat (Barbell)",4,80.0,5.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Lunge (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Lunge (Dumbbell)",2,30.0,9.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Lunge (Dumbbell)",3,30.0,7.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Leg Extension (Machine)",1,22.5,12.0,0,0.0,"",,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Leg Extension (Machine)",2,22.5,12.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Leg Extension (Machine)",3,22.5,12.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Back Extension",1,25.0,8.0,0,0.0,"",,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Back Extension",2,25.0,8.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Back Extension",3,25.0,8.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Standing Calf Raise (Smith Machine)",1,90.0,9.0,0,0.0,"",,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Standing Calf Raise (Smith Machine)",2,90.0,9.0,0,0.0,,,
2020-09-12 17:58:13,"Lower Body #2",1h 3min,"Standing Calf Raise (Smith Machine)",3,90.0,9.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bench Press (Dumbbell)",1,35.0,11.0,0,0.0,"","",
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bench Press (Dumbbell)",2,35.0,8.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bench Press (Dumbbell)",3,35.0,7.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bench Press (Dumbbell)",4,35.0,7.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",1,30.0,6.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",2,30.0,8.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",3,30.0,6.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bent Over Row (Barbell)",1,50.0,12.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bent Over Row (Barbell)",2,50.0,8.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bent Over Row (Barbell)",3,50.0,10.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Lat Pulldown (Cable)",1,41.0,9.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Lat Pulldown (Cable)",2,41.0,7.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Lat Pulldown (Cable)",3,34.0,9.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",1,20.0,12.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",2,20.0,12.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",3,20.0,9.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bicep Curl (Barbell)",1,30.0,12.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bicep Curl (Barbell)",2,30.0,12.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Bicep Curl (Barbell)",3,30.0,12.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Rope Push down ",1,25.0,12.0,0,0.0,"",,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Rope Push down ",2,25.0,10.0,0,0.0,,,
2020-09-14 19:31:43,"Upper Body",1h 15min,"Rope Push down ",3,25.0,5.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Deadlift (Barbell)",1,50.0,11.0,0,0.0,"","",
2020-09-15 19:22:29,"Lower Body #1",50min,"Deadlift (Barbell)",2,50.0,10.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Deadlift (Barbell)",3,50.0,10.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Leg Press",1,180.0,12.0,0,0.0,"",,
2020-09-15 19:22:29,"Lower Body #1",50min,"Leg Press",2,180.0,11.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Leg Press",3,180.0,11.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Bulgarian Split Squat",1,20.0,12.0,0,0.0,"",,
2020-09-15 19:22:29,"Lower Body #1",50min,"Bulgarian Split Squat",2,20.0,12.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Leg Curl (Machine)",1,31.0,12.0,0,0.0,"",,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Leg Curl (Machine)",2,31.5,12.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Leg Curl (Machine)",3,31.5,12.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Calf Raise (Plate Loaded)",1,30.0,15.0,0,0.0,"",,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Calf Raise (Plate Loaded)",2,30.0,15.0,0,0.0,,,
2020-09-15 19:22:29,"Lower Body #1",50min,"Seated Calf Raise (Plate Loaded)",3,30.0,15.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Incline Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,"","",
2020-09-17 20:13:22,"Push",54min,"Incline Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Incline Bench Press (Dumbbell)",3,30.0,10.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Chest Dip",1,0,9.0,0,0.0,"",,
2020-09-17 20:13:22,"Push",54min,"Chest Dip",2,0,8.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Chest Dip",3,0,8.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Lateral Raise (Dumbbell)",1,15.0,8.0,0,0.0,"",,
2020-09-17 20:13:22,"Push",54min,"Lateral Raise (Dumbbell)",2,10.0,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Triceps Extension (Dumbbell)",1,20.0,12.0,0,0.0,"",,
2020-09-17 20:13:22,"Push",54min,"Triceps Extension (Dumbbell)",2,20.0,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Triceps Extension (Dumbbell)",3,20.0,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Front Raise (Cable)",1,11.5,12.0,0,0.0,"",,
2020-09-17 20:13:22,"Push",54min,"Front Raise (Cable)",2,11.5,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Front Raise (Cable)",3,11.5,12.0,0,0.0,,,
2020-09-17 20:13:22,"Push",54min,"Skullcrusher (Barbell)",1,0.0,12.0,0,0.0,"",,
2020-09-17 20:13:22,"Push",54min,"Skullcrusher (Barbell)",2,0.0,12.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Pull Up",1,0.0,7.0,0,0.0,"","",
2020-09-18 21:45:41,"Pull",31min,"Pull Up",2,0.0,6.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Pull Up",3,0.0,5.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Reverse Fly (Machine)",1,13.5,15.0,0,0.0,"",,
2020-09-18 21:45:41,"Pull",31min,"Reverse Fly (Machine)",2,13.5,14.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Reverse Fly (Machine)",3,13.5,12.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Seated Row (Cable)",1,41.0,12.0,0,0.0,"",,
2020-09-18 21:45:41,"Pull",31min,"Seated Row (Cable)",2,41.0,12.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Seated Row (Cable)",3,41.0,12.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Hammer Curl (Dumbbell)",1,20.0,9.0,0,0.0,"",,
2020-09-18 21:45:41,"Pull",31min,"Hammer Curl (Dumbbell)",2,20.0,7.0,0,0.0,,,
2020-09-18 21:45:41,"Pull",31min,"Incline Curl (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2020-09-18 21:45:41,"Pull",31min,"Incline Curl (Dumbbell)",2,10.0,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Squat (Barbell)",1,0.0,12.0,0,0.0,"","",
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Squat (Barbell)",2,90.0,5.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Squat (Barbell)",3,90.0,6.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Squat (Barbell)",4,90.0,5.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Hip Thrust (Barbell)",1,90.0,12.0,0,0.0,"",,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Hip Thrust (Barbell)",2,90.0,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Hip Thrust (Barbell)",3,90.0,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Leg Extension (Machine)",1,31.5,12.0,0,0.0,"",,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Leg Extension (Machine)",2,31.5,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Leg Extension (Machine)",3,31.5,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Back Extension",1,25.0,10.0,0,0.0,"",,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Back Extension",2,25.0,8.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Back Extension",3,0.0,12.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Standing Calf Raise (Dumbbell)",1,25.0,15.0,0,0.0,"",,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Standing Calf Raise (Dumbbell)",2,25.0,15.0,0,0.0,,,
2020-09-19 20:08:54,"Lower Body #2",1h 17min,"Standing Calf Raise (Dumbbell)",3,25.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",W,0.0,12.0,0,0.0,"","",
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",W,20.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",1,50.0,5.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",2,55.0,5.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",3,55.0,4.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",4,55.0,4.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bench Press (Barbell)",5,55.0,4.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Incline Bench Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bent Over Row (Barbell)",1,50.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bent Over Row (Barbell)",2,50.0,8.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bent Over Row (Barbell)",3,50.0,8.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",1,15.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",2,15.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Seated Overhead Press (Dumbbell)",3,15.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Lat Pulldown (Cable)",1,34.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Lat Pulldown (Cable)",2,34.0,12.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Lat Pulldown (Cable)",3,34.0,9.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bicep Curl (Barbell)",1,30.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bicep Curl (Barbell)",2,30.0,9.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Bicep Curl (Barbell)",3,30.0,9.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Skullcrusher (Dumbbell)",1,10.0,12.0,0,0.0,"",,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Skullcrusher (Dumbbell)",2,10.0,15.0,0,0.0,,,
2020-09-21 19:51:33,"Upper Body",1h 15min,"Skullcrusher (Dumbbell)",3,10.0,10.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Deadlift (Barbell)",W,50.0,12.0,0,0.0,"","",
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Deadlift (Barbell)",1,70.0,6.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Deadlift (Barbell)",2,80.0,5.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Deadlift (Barbell)",3,80.0,5.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Leg Press",1,140.0,15.0,0,0.0,"",,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Leg Press",2,140.0,15.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Leg Press",3,140.0,15.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Lunge (Barbell)",1,50.0,12.0,0,0.0,"",,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Lunge (Barbell)",2,50.0,12.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Leg Curl (Machine)",1,36.5,15.0,0,0.0,"",,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Leg Curl (Machine)",2,36.5,12.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Leg Curl (Machine)",3,36.5,12.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Calf Raise (Plate Loaded)",1,45.0,12.0,0,0.0,"",,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Calf Raise (Plate Loaded)",2,45.0,12.0,0,0.0,,,
2020-09-22 19:11:04,"Lower Body #1",47h 12min,"Seated Calf Raise (Plate Loaded)",3,45.0,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Incline Bench Press (Dumbbell)",1,35.0,12.0,0,0.0,"","",
2020-09-24 18:24:27,"Push",55min,"Incline Bench Press (Dumbbell)",2,35.0,9.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Incline Bench Press (Dumbbell)",3,35.0,7.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Pec Deck (Machine)",1,31.5,12.0,0,0.0,"",,
2020-09-24 18:24:27,"Push",55min,"Pec Deck (Machine)",2,22.5,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Pec Deck (Machine)",3,22.5,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Pec Deck (Machine)",4,22.5,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Lateral Raise (Dumbbell)",1,10.0,15.0,0,0.0,"",,
2020-09-24 18:24:27,"Push",55min,"Lateral Raise (Dumbbell)",2,10.0,15.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Lateral Raise (Dumbbell)",3,10.0,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Triceps Pushdown (Cable - Straight Bar)",1,25.0,15.0,0,0.0,"",,
2020-09-24 18:24:27,"Push",55min,"Triceps Pushdown (Cable - Straight Bar)",2,25.0,12.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Triceps Pushdown (Cable - Straight Bar)",3,25.0,8.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Front Raise (Cable)",1,18.0,10.0,0,0.0,"",,
2020-09-24 18:24:27,"Push",55min,"Front Raise (Cable)",2,18.0,10.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Front Raise (Cable)",3,18.0,10.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Triceps Extension (Dumbbell)",1,25.0,12.0,0,0.0,"",,
2020-09-24 18:24:27,"Push",55min,"Triceps Extension (Dumbbell)",2,25.0,10.0,0,0.0,,,
2020-09-24 18:24:27,"Push",55min,"Triceps Extension (Dumbbell)",3,25.0,8.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Pull Up",1,0,6.0,0,0.0,"","",
2020-09-25 13:32:39,"Pull",1h 12min,"Pull Up",2,0,5.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Pull Up",3,0,4.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Seated Row (Cable)",1,42.5,12.0,0,0.0,"",,
2020-09-25 13:32:39,"Pull",1h 12min,"Seated Row (Cable)",2,42.5,12.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Seated Row (Cable)",3,42.5,12.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Seated Row (Cable)",4,42.5,12.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Reverse Fly (Machine)",1,25.0,15.0,0,0.0,"",,
2020-09-25 13:32:39,"Pull",1h 12min,"Reverse Fly (Machine)",2,25.0,15.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Reverse Fly (Machine)",3,25.0,15.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Hammer Curl (Dumbbell)",1,20.0,10.0,0,0.0,"",,
2020-09-25 13:32:39,"Pull",1h 12min,"Hammer Curl (Dumbbell)",2,20.0,11.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Hammer Curl (Dumbbell)",3,20.0,10.0,0,0.0,,,
2020-09-25 13:32:39,"Pull",1h 12min,"Incline Curl (Dumbbell)",1,15.0,6.0,0,0.0,"",,
2020-09-25 13:32:39,"Pull",1h 12min,"Incline Curl (Dumbbell)",2,15.0,6.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Squat (Barbell)",W,0.0,12.0,0,0.0,"","",
2020-09-26 22:28:46,"Lower Body #2",45min,"Squat (Barbell)",1,50.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Squat (Barbell)",2,50.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Squat (Barbell)",3,70.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Leg Extension (Machine)",1,35.0,15.0,0,0.0,"",,
2020-09-26 22:28:46,"Lower Body #2",45min,"Leg Extension (Machine)",2,35.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Leg Extension (Machine)",3,35.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Lying Leg Curl (Machine)",1,40.0,15.0,0,0.0,"",,
2020-09-26 22:28:46,"Lower Body #2",45min,"Lying Leg Curl (Machine)",2,40.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Standing Calf Raise (Smith Machine)",1,0.0,15.0,0,0.0,"",,
2020-09-26 22:28:46,"Lower Body #2",45min,"Standing Calf Raise (Smith Machine)",2,50.0,15.0,0,0.0,,,
2020-09-26 22:28:46,"Lower Body #2",45min,"Standing Calf Raise (Smith Machine)",3,50.0,15.0,0,0.0,,,
2020-09-28 20:30:39,"Upper Body",1h 15min,"Bench Press (Barbell)",W,0.0,12.0,0,0.0,"","",
2020-09-28 20:30:39,"Upper Body",1h 15min,"Bench Press (Barbell)",W,20.0,12.0,0,0.0,,,
